Draw;g;r;pb;z
4194;1.1;2.5;1.3;-14.3
4195;-0.8;2.8;1.6;11.1
4196;-0.2;2.5;0.8;-6.4
4197;-1.4;2.5;3.2;-13.6
4198;-4.4;1.9;0.1;-22.0
4199;-1.5;2.3;1.3;0.5
4200;1.8;2.5;2.9;-5.5
4201;-2.0;2.6;1.5;0.3
4202;-0.6;3.1;-0.7;3.0
4203;-3.8;2.6;-0.2;10.9
4204;2.3;2.9;1.0;9.0
4205;2.4;2.9;0.4;8.8
4206;-0.2;3.6;1.7;5.4
4207;1.6;2.1;3.0;-9.0
4208;-1.9;2.2;0.8;-7.5
4209;-3.0;2.5;0.2;1.0
4210;-3.0;2.3;0.3;3.9
4211;3.2;3.3;1.7;4.0
4212;2.6;2.5;2.0;-15.1
4213;1.4;2.8;2.5;-9.7
4214;4.8;3.3;1.8;14.1
4215;-5.3;2.3;0.8;6.3
4216;-3.5;2.3;1.4;-6.2
4217;0.0;2.4;1.1;-5.6
4218;0.1;2.1;1.5;-10.9
4219;1.9;2.6;0.3;4.4
4220;-3.2;2.5;2.8;6.3
4221;1.5;2.8;1.5;4.0
4222;-2.0;2.3;0.7;-12.4
4223;2.0;2.9;4.0;2.9
4224;0.8;2.4;-0.4;-3.3
4225;-4.0;1.5;0.3;-24.3
4226;-2.8;2.4;0.8;6.6
4227;1.2;2.7;1.8;-0.7
4228;-3.7;2.3;-0.7;5.0
4229;0.7;2.6;1.0;-3.6
4230;-1.2;2.5;2.3;-10.2
4231;0.7;2.3;0.0;-9.4
4232;-0.4;2.2;2.3;-6.8
4233;0.4;1.9;1.7;-12.9
4234;0.8;2.4;1.8;-7.5
4235;5.4;2.9;1.8;-12.2
4236;1.8;2.4;2.7;-18.8
4237;-0.9;2.4;0.7;-6.3
4238;-1.7;2.3;2.6;-11.1
4239;1.0;2.6;1.1;-3.0
4240;-0.5;2.5;1.4;-12.9
4241;-3.9;3.0;-0.5;30.8
4242;-0.1;2.6;1.0;-6.5
4243;1.6;2.5;2.1;-7.0
4244;-2.3;2.8;1.1;4.1
4245;3.1;2.6;1.6;-8.4
4246;1.6;3.1;-0.8;1.7
4247;-1.0;2.3;1.4;-5.7
4248;-3.9;3.0;0.5;-8.6
4249;2.1;2.2;0.6;-9.9
4250;0.9;2.9;1.9;-0.8
4251;0.8;2.7;2.2;-4.3
4252;2.4;2.4;2.8;-13.8
4253;-0.1;2.3;1.8;-18.5
4254;-0.1;2.1;0.4;-4.0
4255;0.0;2.9;1.8;-8.1
4256;6.6;3.0;3.1;-5.0
4257;-2.1;3.3;-2.6;16.7
4258;-0.4;3.4;-0.2;7.4
4259;-0.9;2.4;2.7;-6.4
4260;-0.2;2.3;1.3;-11.9
4261;0.7;3.1;1.3;1.1
4262;2.7;3.3;1.2;12.6
4263;0.8;2.3;0.6;-19.0
4264;2.9;2.3;2.3;-2.3
4265;-1.7;2.4;1.9;-6.2
4266;-0.8;2.9;0.1;-2.1
4267;-4.3;2.2;-0.2;2.9
4268;2.6;2.8;-0.3;3.1
4269;-0.2;3.2;0.8;3.0
4270;2.0;2.1;0.5;-9.5
4271;-3.1;2.6;-0.3;13.8
4272;0.1;2.7;2.2;-8.2
4273;1.5;2.6;3.0;-4.9
4274;3.1;2.3;0.8;-5.2
4275;-2.8;2.8;0.7;7.3
4276;-4.7;1.9;0.2;-6.9
4277;0.7;2.6;-0.4;-1.3
4278;-0.7;1.8;1.0;-15.8
4279;3.8;3.0;0.5;5.0
4280;-0.3;2.5;0.9;-13.4
4281;1.0;3.1;0.6;12.5
4282;-1.6;2.3;1.6;-4.0
4283;1.0;1.8;1.0;-8.7
4284;-2.5;1.5;-1.2;-22.8
4285;-0.7;2.3;-1.3;-4.3
4286;2.3;2.8;2.6;3.4
4287;4.0;2.8;1.7;-7.1
4288;-1.2;2.3;0.6;-12.0
4289;1.0;3.0;1.3;3.1
4290;-0.9;2.6;1.7;-1.8
4291;-0.5;2.6;0.6;7.0
4292;-0.5;3.6;-0.8;16.1
4293;0.6;2.3;1.1;-8.4
4294;0.5;2.6;1.8;-11.8
4295;-1.2;2.6;1.2;-2.5
4296;3.6;2.3;1.6;-4.6
4297;1.0;3.0;0.9;-2.2
4298;-0.4;2.1;2.7;-6.2
4299;4.2;3.8;1.0;15.3
4300;1.0;2.2;1.0;-9.9
4301;0.2;1.9;0.3;-16.1
4302;-0.9;2.4;1.5;-4.7
4303;-1.9;2.4;2.2;-1.1
4304;2.6;2.5;3.8;1.5
4305;-1.5;2.9;0.4;12.0
4306;-1.6;1.9;1.1;-19.4
4307;-0.8;2.4;1.3;-1.9
4308;1.2;3.0;1.5;-7.5
4309;-1.1;2.4;2.1;-4.8
4310;1.5;2.8;2.5;-2.7
4311;1.4;2.9;0.9;-1.3
4312;2.2;3.0;2.7;0.1
4313;-3.4;1.5;2.0;-23.9
4314;2.1;2.6;1.6;0.3
4315;-2.0;2.5;0.9;-5.9
4316;-0.3;2.5;0.7;0.6
4317;0.5;2.6;0.6;-20.5
4318;-0.4;2.9;1.0;11.7
4319;2.8;2.6;0.4;-3.0
4320;-1.1;1.8;1.7;-16.1
4321;3.1;2.5;1.6;-10.3
4322;-1.4;1.9;1.1;-7.8
4323;0.9;2.2;0.8;-5.3
4324;-1.1;2.1;0.6;-18.7
4325;-1.2;2.6;0.4;6.3
4326;-4.2;2.6;-0.5;-0.6
4327;0.1;1.9;0.8;-14.8
4328;0.6;3.1;-0.3;6.2
4329;-1.7;3.1;1.4;2.7
4330;-0.9;3.1;-3.1;9.9
4331;2.1;3.1;0.5;10.6
4332;-2.6;3.4;0.1;20.4
4333;-0.8;2.8;-0.4;6.1
4334;2.6;2.6;1.5;-3.4
4335;2.5;2.7;2.9;-4.7
4336;-4.5;2.0;0.0;-5.0
4337;-2.5;2.4;1.9;-11.3
4338;0.9;2.9;0.7;3.9
4339;0.4;2.0;2.6;-20.0
4340;-0.3;1.9;1.2;-14.1
4341;-1.1;2.8;1.3;-3.2
4342;2.6;2.6;0.7;-0.6
4343;-0.8;2.2;3.0;-8.1
4344;1.6;3.4;0.3;14.1
4345;3.7;3.7;2.8;14.9
4346;-1.1;2.2;-0.4;-14.0
4347;2.5;3.0;1.2;10.9
4348;3.2;2.6;0.3;-8.7
4349;-4.9;2.6;-0.4;2.5
4350;0.5;2.0;0.3;-11.3
4351;2.7;2.6;3.0;-11.6
4352;0.7;2.4;1.5;-8.1
4353;3.4;2.9;2.9;-6.0
4354;-4.5;2.1;0.2;-16.0
4355;0.8;2.3;1.2;0.3
4356;0.7;2.5;0.4;-13.7
4357;-0.1;2.0;0.7;-7.2
4358;-0.8;2.1;1.4;-14.0
4359;1.1;1.7;3.4;-19.6
4360;-1.8;2.9;0.6;-0.2
4361;1.0;2.3;2.0;-14.6
4362;-0.9;2.0;0.1;-19.0
4363;-0.5;2.7;0.8;2.4
4364;2.1;2.4;1.5;-9.0
4365;3.6;3.0;-0.1;-16.8
4366;-2.2;1.6;0.1;-2.5
4367;-1.1;3.4;-0.2;12.0
4368;2.4;2.4;1.9;-1.0
4369;3.6;3.1;2.3;5.6
4370;0.5;2.5;1.7;-5.2
4371;-0.8;2.7;0.5;-1.2
4372;-0.8;2.4;1.6;-4.3
4373;-2.0;2.7;1.3;-4.0
4374;1.9;2.6;2.8;-11.3
4375;2.9;2.2;2.5;-13.5
4376;-0.1;2.5;0.6;-4.3
4377;3.5;3.1;4.2;6.4
4378;-1.3;2.8;3.0;5.1
4379;3.1;2.9;1.5;-6.9
4380;-1.2;2.8;2.6;5.5
4381;4.3;3.0;-0.2;4.6
4382;4.1;3.1;1.5;0.2
4383;2.1;1.7;2.7;-18.2
4384;1.5;3.1;1.8;-5.8
4385;0.4;3.3;1.1;-3.8
4386;-1.9;3.0;-1.2;15.9
4387;-2.6;1.6;0.5;-21.3
4388;3.0;1.8;2.6;-22.8
4389;0.9;2.9;0.6;4.1
4390;-3.6;2.3;1.3;-2.9
4391;-1.8;2.8;1.0;11.8
4392;1.6;2.3;1.0;-7.1
4393;-2.2;2.3;0.5;-15.0
4394;-2.3;1.4;1.7;-16.7
4395;3.7;2.8;-0.1;-12.7
4396;1.7;3.2;2.0;9.2
4397;1.1;2.7;-0.2;-4.9
4398;1.4;2.6;1.8;-6.4
4399;0.1;2.6;-1.1;-4.1
4400;2.5;2.5;2.5;-0.5
4401;-3.7;3.3;-0.1;20.3
4402;-0.6;2.6;2.3;-7.9
4403;2.4;2.6;3.8;-3.2
4404;-0.2;3.1;1.3;-1.5
4405;-2.5;2.7;1.8;-0.5
4406;-1.9;2.9;0.1;6.9
4407;0.3;3.1;0.7;8.8
4408;-3.0;2.9;0.9;8.0
4409;0.2;2.4;0.0;-21.1
4410;-2.5;3.4;-0.7;20.1
4411;1.3;3.0;3.2;-0.9
4412;-2.0;2.1;2.2;-4.4
4413;3.8;3.4;2.5;-1.2
4414;-2.2;2.6;2.3;-1.5
4415;-4.5;2.3;0.6;9.4
4416;2.7;2.4;0.6;-5.7
4417;2.7;1.9;2.5;-27.7
4418;0.8;2.9;1.2;-5.6
4419;1.9;2.9;4.1;7.9
4420;0.7;2.2;1.4;-4.8
4421;-3.3;2.3;0.6;-6.1
4422;-4.4;2.8;0.2;16.0
4423;-2.6;2.4;-1.3;-6.7
4424;-0.7;2.6;-0.9;-7.8
4425;-0.4;2.3;0.4;-6.7
4426;-0.3;2.3;0.7;-4.4
4427;0.7;2.4;1.4;-4.7
4428;-1.1;2.8;1.5;2.2
4429;0.2;2.9;0.5;1.9
4430;-3.4;2.2;-0.1;3.7
4431;1.8;2.8;2.3;7.8
4432;1.3;2.3;1.9;-9.1
4433;-0.7;2.0;1.6;-15.2
4434;-1.7;3.0;0.8;-2.5
4435;-0.7;2.5;-0.8;5.9
4436;0.8;2.7;1.0;-3.8
4437;3.7;3.4;-0.3;8.4
4438;0.2;2.2;1.4;-7.6
4439;-1.1;2.3;-0.9;-6.3
4440;2.0;1.9;2.8;-19.3
4441;0.5;2.4;2.0;-3.5
4442;-2.4;2.1;0.4;2.6
4443;1.7;2.9;0.4;-1.4
4444;1.9;2.7;1.7;5.3
4445;0.9;2.3;3.3;-13.4
4446;0.4;3.3;2.5;14.0
4447;-3.0;2.7;0.9;18.0
4448;1.5;2.9;4.4;-3.3
4449;0.1;2.9;0.9;1.7
4450;0.5;2.9;0.7;6.1
4451;0.0;2.0;1.5;-11.8
4452;3.8;3.1;1.9;-2.5
4453;-1.4;2.7;3.9;3.3
4454;-2.9;1.9;1.6;-16.2
4455;-1.6;1.8;-0.4;-2.3
4456;3.8;2.2;2.7;-17.2
4457;2.9;3.2;0.5;3.6
4458;-5.3;2.5;1.7;0.8
4459;2.2;3.4;-1.1;24.4
4460;5.6;2.7;2.8;-6.1
4461;-1.0;2.7;0.3;4.8
4462;-1.1;2.9;0.8;2.9
4463;-3.4;2.2;0.7;9.2
4464;0.8;2.5;1.3;-5.0
4465;1.1;2.3;0.8;-6.0
4466;-2.7;2.2;1.4;-6.1
4467;1.8;2.5;3.8;4.6
4468;-3.1;2.8;0.9;5.2
4469;-3.6;2.9;0.9;9.0
4470;2.8;2.3;3.4;-13.3
4471;2.8;3.1;0.2;7.4
4472;-1.9;1.6;2.1;-12.0
4473;1.9;3.1;1.0;6.2
4474;5.2;2.2;3.0;-12.5
4475;-4.8;2.3;1.4;5.2
4476;1.6;2.2;2.2;-24.0
4477;-0.4;1.8;1.7;-15.9
4478;-1.9;2.5;0.8;-4.2
4479;-1.9;2.4;1.5;-2.7
4480;2.4;2.9;1.4;0.0
4481;2.1;2.3;1.9;-14.3
4482;-1.4;2.3;0.1;-19.1
4483;0.8;2.9;1.8;-0.9
4484;0.5;3.1;-1.0;6.7
4485;-0.9;2.2;2.7;-7.3
4486;-0.1;2.4;0.6;-1.6
4487;-1.1;2.4;1.7;-11.3
4488;-1.4;2.7;1.3;5.6
4489;0.5;2.5;3.6;5.2
4490;1.7;3.3;-0.3;6.0
4491;-3.3;1.9;0.7;-3.4
4492;2.0;2.8;1.2;-0.8
4493;-0.5;2.4;2.9;-12.1
4494;1.8;3.3;0.1;6.3
4495;-2.2;1.9;1.8;-14.8
4496;-0.5;2.7;-0.1;10.9
4497;-0.2;2.2;2.6;-13.8
4498;-2.1;1.9;2.7;-14.3
4499;0.4;2.0;2.2;-17.4
4500;-3.2;1.8;2.7;-8.9
4501;0.8;2.8;2.3;-0.8
4502;-2.1;2.9;0.3;11.8
4503;-0.1;2.0;0.5;-27.0
4504;-3.2;2.0;1.1;2.6
4505;0.9;1.4;0.5;-15.6
4506;-0.5;2.5;0.2;-11.9
4507;1.4;2.3;1.7;-10.6
4508;0.9;2.3;1.7;-13.4
4509;1.6;2.5;3.7;-19.3
4510;-1.7;3.7;0.7;27.7
4511;2.6;2.2;2.9;-4.5
4512;0.3;2.3;0.7;-9.8
4513;1.4;2.8;2.0;2.8
4514;-0.2;2.5;1.5;-7.1
4515;-4.6;2.8;-0.1;4.1
4516;0.1;2.8;3.2;-9.8
4517;-2.1;2.7;0.0;15.8
4518;-2.2;3.1;0.9;6.9
4519;-0.2;2.5;3.5;2.6
4520;-2.7;2.7;0.3;-3.3
4521;-1.8;2.5;1.1;-8.8
4522;-2.6;2.8;0.8;-0.4
4523;-3.5;2.3;0.4;-16.3
4524;3.2;2.3;2.0;-15.6
4525;4.9;2.2;1.6;-12.5
4526;-0.6;3.1;-0.8;0.9
4527;-1.7;2.4;0.9;-6.1
4528;1.8;2.7;1.9;-3.4
4529;0.1;1.2;2.9;-30.2
4530;-1.4;2.2;0.4;1.2
4531;0.8;2.8;-0.9;2.0
4532;0.0;2.2;0.1;-6.3
4533;1.7;1.9;0.9;-14.9
4534;-0.8;2.3;2.2;-6.3
4535;-3.7;1.9;1.7;2.5
4536;0.0;2.4;1.4;-10.1
4537;2.4;2.7;2.8;-3.2
4538;-3.8;2.1;-1.8;2.8
4539;1.5;2.3;4.0;-6.0
4540;-2.6;3.5;1.3;6.9
4541;1.5;3.7;-0.6;21.0
4542;-1.5;2.9;-0.2;7.0
4543;-1.3;2.5;0.0;-4.5
4544;0.3;2.6;1.3;-1.3
4545;-3.5;2.7;1.5;5.8
4546;3.6;3.2;-0.1;-2.5
4547;0.5;2.4;1.8;-19.2
4548;1.0;3.0;0.4;10.7
4549;2.4;2.4;0.5;-11.8
4550;1.9;2.9;1.1;7.2
4551;-1.5;1.9;3.5;-15.3
4552;-0.8;2.1;2.3;-8.1
4553;1.7;3.0;1.2;2.0
4554;2.0;3.2;2.7;2.6
4555;2.3;3.4;1.6;9.9
4556;0.0;2.4;1.0;-9.2
4557;-3.7;2.8;1.0;10.5
4558;0.8;3.3;0.6;11.8
4559;-1.1;2.5;0.7;1.8
4560;0.9;2.3;1.5;-12.1
4561;2.9;3.0;1.4;-1.5
4562;2.2;2.4;2.2;-4.8
4563;2.0;2.5;3.3;-2.5
4564;3.9;2.3;4.3;-11.6
4565;1.7;3.0;2.0;5.7
4566;-0.1;2.7;1.1;6.5
4567;-1.8;2.8;1.8;-5.2
4568;1.7;3.3;2.3;-4.7
4569;-2.8;2.5;2.1;-1.9
4570;0.8;2.5;-0.3;-10.0
4571;1.2;2.8;2.2;-3.7
4572;-0.2;3.2;-0.8;26.8
4573;-1.1;2.5;3.0;-2.1
4574;0.1;2.2;1.1;-4.3
4575;-2.1;2.2;0.2;-1.7
4576;2.6;2.5;2.0;-10.3
4577;-2.8;3.4;0.2;5.6
4578;-1.9;2.2;1.0;-15.9
4579;-0.7;2.6;-1.3;6.8
4580;4.0;3.5;-0.4;3.4
4581;0.1;2.8;0.3;0.5
4582;-1.5;1.4;0.7;-10.8
4583;0.3;2.2;1.3;-15.6
4584;-0.3;2.4;-0.7;-2.0
4585;4.4;2.9;1.8;-4.1
4586;1.2;2.5;1.4;-3.3
4587;-2.2;1.8;-0.4;-12.5
4588;-1.9;2.0;0.7;-13.8
4589;-4.2;1.7;1.0;-23.6
4590;1.0;2.9;0.7;3.2
4591;-3.4;2.6;-2.0;-8.7
4592;0.0;1.8;3.1;-9.7
4593;-0.2;2.3;1.2;-11.0
4594;-2.5;2.8;0.0;-2.7
4595;0.8;1.8;2.0;-18.1
4596;2.8;2.6;1.1;-12.7
4597;3.6;3.2;1.9;-5.1
4598;4.2;2.8;1.2;-9.8
4599;1.2;3.3;-0.6;12.0
4600;2.4;4.1;0.1;12.5
4601;1.4;2.7;-0.2;3.0
4602;0.7;2.7;2.0;-2.7
4603;0.9;2.4;2.5;-7.5
4604;2.7;2.6;1.1;-10.3
4605;0.6;2.0;1.9;-20.5
4606;2.2;2.3;1.5;-4.4
4607;-1.9;2.2;2.7;-3.6
4608;0.4;2.6;1.5;-1.9
4609;2.0;2.8;2.0;-1.1
4610;-4.2;2.6;-3.0;7.0
4611;2.7;2.5;2.1;-1.6
4612;2.1;2.4;3.8;3.1
4613;1.7;3.3;2.0;4.8
4614;-1.2;1.6;-1.1;-13.7
4615;1.8;2.8;3.2;-2.1
4616;-2.4;2.4;1.1;1.8
4617;1.0;2.4;2.7;-14.0
4618;-2.5;1.9;1.0;-3.9
4619;-2.8;1.5;2.4;-22.7
4620;-2.7;3.4;0.6;1.2
4621;-2.8;2.5;-0.7;7.4
4622;1.7;2.7;1.1;-2.7
4623;0.8;1.9;1.7;-7.7
4624;-0.8;2.5;0.9;-0.1
4625;1.2;2.8;1.1;1.9
4626;1.5;2.8;3.0;0.3
4627;0.6;2.4;0.2;-4.8
4628;2.6;1.9;1.3;-12.4
4629;-0.4;2.1;3.2;-9.1
4630;3.1;2.7;0.6;-5.8
4631;3.0;2.8;0.7;0.6
4632;1.4;2.8;1.4;-1.1
4633;1.0;2.2;0.6;-8.4
4634;-2.7;2.2;0.0;-12.2
4635;-1.9;2.5;1.4;-2.2
4636;-0.4;2.7;0.4;5.7
4637;1.5;3.0;0.6;-0.2
4638;-0.2;2.8;0.4;5.7
4639;1.5;2.6;1.3;5.1
4640;-2.4;2.8;-1.3;6.9
4641;-1.0;2.7;0.5;-2.1
4642;-0.8;1.7;3.4;-20.9
4643;0.4;1.7;-0.9;-20.8
4644;-6.2;1.4;0.2;-15.2
4645;7.9;3.2;2.5;-1.9
4646;-0.1;2.6;2.2;9.3
4647;-0.4;2.4;2.4;-5.6
4648;0.3;3.4;1.0;12.9
4649;-2.8;1.9;1.9;-20.5
4650;-2.4;2.5;0.1;-7.4
4651;-0.7;2.4;-1.0;-1.4
4652;1.3;2.4;-0.4;-11.0
4653;-4.5;3.0;1.1;7.2
4654;0.7;2.6;0.8;5.9
4655;-0.8;2.3;2.4;-6.3
4656;6.0;2.3;2.2;-11.5
4657;-0.8;2.4;0.9;-3.1
4658;-2.7;2.0;0.6;-6.2
4659;0.3;2.5;0.8;-13.7
4660;0.0;2.4;1.3;-3.8
4661;1.5;2.4;-0.3;-6.1
4662;-0.8;2.1;3.1;-15.2
4663;-3.5;2.1;0.5;0.4
4664;0.2;3.0;2.1;-9.0
4665;-0.5;2.7;0.8;1.6
4666;5.2;2.9;2.6;3.6
4667;1.5;2.3;2.7;-1.4
4668;2.2;3.2;3.1;12.0
4669;0.8;2.9;0.5;-9.1
4670;-3.3;2.3;0.6;-9.1
4671;1.4;3.0;0.1;-2.6
4672;-1.4;2.6;1.9;-0.1
4673;0.2;2.2;1.5;-19.9
4674;-1.8;1.9;2.6;-14.0
4675;-2.6;2.2;1.6;-11.7
4676;-0.7;2.2;1.1;-3.9
4677;2.7;2.7;4.0;-10.8
4678;1.3;2.4;2.0;-22.6
4679;2.2;3.1;0.9;-2.5
4680;1.0;2.4;0.8;8.9
4681;-1.3;1.4;0.7;-14.5
4682;-2.1;2.8;-0.4;3.6
4683;1.8;2.7;1.1;3.0
4684;1.2;3.2;-1.0;8.0
4685;3.0;3.0;2.5;0.5
4686;-0.8;2.0;-1.2;5.3
4687;-0.4;3.2;-0.2;13.9
4688;-1.7;1.8;-0.1;-11.6
4689;-6.3;2.2;2.5;6.6
4690;-1.4;2.0;2.3;-22.8
4691;3.4;2.3;3.4;-13.6
4692;1.7;3.0;1.9;-4.6
4693;2.0;2.8;2.3;-2.1
4694;-2.5;2.8;-0.9;8.3
4695;-1.2;2.4;3.3;-3.4
4696;-3.8;2.1;-1.3;-6.0
4697;-1.7;2.4;-0.3;-12.7
4698;-3.7;2.4;-1.3;0.5
4699;-1.4;2.8;1.6;15.2
4700;-1.4;2.5;0.9;9.1
4701;-2.5;2.4;1.2;-5.9
4702;-3.3;2.1;1.0;-11.7
4703;1.4;2.7;2.0;-9.1
4704;0.9;3.1;1.6;12.7
4705;4.1;2.5;2.3;-0.8
4706;-1.4;2.0;0.4;-2.9
4707;1.6;3.2;1.1;7.4
4708;-1.3;2.1;2.6;-9.6
4709;2.8;3.0;2.2;-3.9
4710;1.0;3.3;0.2;3.4
4711;2.0;2.9;1.0;-6.0
4712;-0.6;2.8;0.9;5.3
4713;3.6;3.0;-1.9;-1.2
4714;-0.2;3.0;-0.5;14.3
4715;0.8;2.3;0.8;-9.1
4716;-0.3;2.3;1.5;-4.9
4717;-3.1;2.6;0.9;8.5
4718;-3.5;2.5;0.1;1.9
4719;3.3;2.7;0.9;5.2
4720;-2.7;2.3;0.6;-14.1
4721;-2.4;2.5;1.6;-2.5
4722;-0.3;2.6;1.2;-1.9
4723;2.6;2.4;3.4;-14.5
4724;0.0;2.2;0.1;1.8
4725;1.0;1.4;3.0;-27.6
4726;0.6;2.0;1.3;-9.0
4727;0.8;2.8;0.8;-5.5
4728;0.5;3.0;0.5;-2.4
4729;0.0;1.6;2.0;-22.7
4730;2.2;2.9;2.2;-0.5
4731;2.2;2.6;1.9;-12.5
4732;2.0;3.4;-0.5;4.0
4733;-3.2;2.3;0.4;-9.0
4734;-1.1;2.1;2.2;-0.8
4735;3.6;2.8;3.0;-1.8
4736;0.9;3.3;0.5;11.5
4737;-0.1;3.3;1.2;1.8
4738;-0.2;2.8;2.0;-3.4
4739;2.7;2.6;1.8;-7.3
4740;0.4;2.8;1.9;-2.6
4741;-3.1;2.1;0.8;-14.0
4742;0.4;3.4;1.1;7.1
4743;-0.2;2.8;-0.9;15.2
4744;1.7;2.6;1.4;-9.8
4745;3.3;3.3;1.0;7.7
4746;0.1;2.8;0.9;-12.2
4747;2.8;3.3;2.7;-1.1
4748;-2.8;2.2;-1.1;2.1
4749;-1.5;2.4;2.6;-6.8
4750;1.3;2.6;2.1;-3.1
4751;4.2;2.8;0.7;-1.1
4752;-1.5;2.3;2.1;-7.2
4753;-2.3;2.8;-0.9;5.9
4754;-1.4;1.7;1.7;-29.5
4755;3.0;2.4;3.5;-7.0
4756;-1.5;2.6;1.7;2.7
4757;0.7;3.0;2.2;5.1
4758;-0.1;2.3;1.5;-14.0
4759;-0.6;2.4;1.9;-7.4
4760;3.6;3.2;3.2;-4.0
4761;-0.7;3.1;-0.1;3.6
4762;1.3;2.8;-0.1;-4.2
4763;-1.3;2.4;1.8;-6.9
4764;1.2;2.8;2.1;-8.3
4765;3.8;3.4;0.6;6.5
4766;1.8;2.6;2.9;9.5
4767;-0.6;2.1;1.7;-2.0
4768;-1.8;2.6;0.6;-1.5
4769;1.9;2.9;1.5;-3.9
4770;3.8;3.0;0.1;-4.4
4771;-2.0;1.9;1.5;-18.1
4772;-0.9;2.8;0.7;8.8
4773;4.0;3.1;-0.3;6.0
4774;-2.4;2.6;-0.7;3.9
4775;0.1;2.4;1.3;-8.7
4776;-3.1;3.1;-1.4;12.5
4777;1.3;2.8;2.7;-12.3
4778;-3.0;1.7;2.8;-22.3
4779;-3.2;1.8;1.9;-13.5
4780;2.2;2.8;1.5;-1.8
4781;-3.3;1.5;2.3;-17.6
4782;-2.7;2.6;0.7;2.1
4783;0.3;3.3;0.9;-0.4
4784;-0.5;3.5;0.7;11.6
4785;-0.7;2.7;1.5;-5.8
4786;-0.5;2.2;1.3;6.4
4787;0.0;3.7;1.5;15.8
4788;-1.8;3.1;-0.7;14.4
4789;-1.0;2.7;1.5;5.1
4790;1.6;1.8;1.5;-8.4
4791;0.3;1.8;2.3;-12.4
4792;0.1;2.1;1.9;-8.2
4793;4.2;3.5;2.8;6.3
4794;4.1;3.7;3.9;0.4
4795;0.6;2.5;2.1;-2.1
4796;-1.1;2.6;0.4;2.8
4797;-0.4;1.4;3.0;-18.2
4798;-1.4;2.0;1.5;-17.8
4799;-4.5;1.6;1.9;-15.6
4800;-1.6;2.3;1.4;-20.2
4801;3.7;2.5;1.7;-12.1
4802;-0.4;2.6;1.8;6.6
4803;-3.0;2.3;0.4;-2.9
4804;-5.3;1.8;-1.3;-19.5
4805;-1.4;3.0;-0.9;4.3
4806;1.3;2.2;1.9;-13.7
4807;3.0;2.5;1.9;-8.4
4808;1.2;2.6;0.9;0.0
4809;0.5;2.6;1.8;0.4
4810;-0.2;2.2;2.3;-20.7
4811;0.4;2.6;1.1;2.1
4812;-1.2;2.8;1.4;6.9
4813;3.2;2.6;2.3;-7.3
4814;3.3;2.8;0.4;0.8
4815;1.3;2.6;2.1;-4.0
4816;-2.0;1.8;0.7;-13.1
4817;-2.9;2.4;0.3;-5.2
4818;-1.9;2.2;-0.3;-1.9
4819;0.9;3.6;-1.5;28.4
4820;0.1;2.3;2.6;-5.1
4821;0.5;2.6;1.9;-0.6
4822;-1.1;2.3;1.3;-4.8
4823;-1.0;2.4;2.4;-3.6
4824;-0.5;2.7;0.8;2.6
4825;0.7;3.1;0.9;3.3
4826;2.4;2.3;0.1;-8.1
4827;1.8;2.4;1.6;4.9
4828;2.7;2.3;2.2;-12.0
4829;1.7;3.0;0.9;4.5
4830;2.3;1.8;1.6;-7.5
4831;-2.0;2.6;-0.3;-0.2
4832;-0.8;2.8;0.7;0.7
4833;-1.6;2.2;2.6;-11.4
4834;2.4;3.4;1.9;16.1
4835;-2.0;2.3;-0.4;6.7
4836;-5.4;2.1;-2.1;-6.4
4837;1.6;3.1;4.0;-6.9
4838;2.1;3.6;2.3;13.4
4839;5.4;2.2;2.3;-7.7
4840;-0.3;3.1;0.2;11.8
4841;0.4;2.7;0.2;-0.5
4842;4.7;2.9;1.1;-3.3
4843;-1.4;1.9;2.4;-12.4
4844;-0.5;3.2;-0.3;8.2
4845;2.9;3.2;1.8;8.5
4846;2.6;3.2;2.1;5.3
4847;-4.3;3.1;-0.3;14.6
4848;3.4;3.0;2.0;5.6
4849;1.3;3.3;0.9;14.1
4850;2.5;2.2;1.8;-4.4
4851;-1.6;2.7;1.4;0.1
4852;-0.8;3.5;-0.5;12.9
4853;-1.5;2.9;-1.2;9.0
4854;1.6;2.6;2.4;1.0
4855;1.1;2.4;0.8;-15.5
4856;2.0;2.6;0.3;-3.6
4857;-1.1;2.4;0.9;-13.1
4858;0.3;2.3;-0.6;-6.5
4859;-2.1;3.1;1.9;18.5
4860;-0.6;3.0;1.8;11.2
4861;-0.5;2.8;-0.9;2.0
4862;1.9;2.9;-1.0;-9.0
4863;-6.1;2.2;0.1;-14.2
4864;-2.5;2.5;1.4;-14.1
4865;2.4;2.3;2.0;-10.0
4866;1.4;1.9;3.5;-26.1
4867;5.7;4.0;1.4;14.1
4868;0.3;2.5;1.9;-6.0
4869;-4.2;2.8;-2.0;7.5
4870;2.4;3.2;1.8;2.3
4871;-2.2;2.4;0.7;0.0
4872;0.0;2.8;1.3;6.5
4873;1.1;3.0;-0.1;-4.0
4874;-3.2;2.5;1.3;-0.5
4875;0.7;2.6;0.9;7.5
4876;-4.1;2.5;0.5;4.7
4877;2.9;2.1;2.8;-24.2
4878;-0.3;3.0;0.4;11.6
4879;-1.1;2.7;2.1;-3.1
4880;-5.2;2.6;0.3;7.6
4881;1.6;3.1;2.9;6.8
4882;1.4;3.3;2.3;9.0
4883;0.6;2.6;0.3;-7.6
